quadratic_matching,0,3,5,6,7,8,9,10,12,13,16,19,20,22,25,26,28,30,31,32,33,34,36,38,39,41,43,46,47,48,49,50,51,56,57,59,60,62,63,64,69,72,75,77,79,80,87,88,89,92,93,96,98,99,100,102,103,108,110,111,112,114,118,121,122,123,124,126,127,128,130,132,133,137,140,141,144,145,146,148,149,151,156,157,158,159,161,163,164,165,166,167,169,173,175,177,179,180,183,184,188,189,190,191,193,195,236,240,258,274,276,314,333,347,352,356,362,364,366,376,378,384,428,433,444,453,455,456,510,517,572,594,602,608,619,635,807,825,865,933,1057,1059,1061,1180,1181,1291,1588,1616,1622,1630,1632,1643,1656,1661,1677,1678,1683,1702,1860,1945
0,S,0.559343,0.499186,0.522054,0.368572,0.684758,0.784788,0.792639,0.471782,0.639777,0.597518,0.536041,0.805639,0.72523,0.549451,0.693483,0.689656,0.570973,0.735299,0.707153,0.559221,0.601594,0.528783,0.716134,0.618143,0.36726,0.586111,0.597096,0.505108,0.387287,0.714311,0.619292,0.559806,0.666644,0.593267,0.63193,0.60535,0.493734,0.477208,0.660513,0.4563,0.59648,0.548294,0.555481,0.754267,0.703068,0.50459,0.749611,0.632431,0.662983,0.519826,0.643645,0.620134,0.413424,0.410272,0.680549,0.618266,0.595884,0.651224,0.652989,0.481506,0.577483,0.521461,0.745666,0.658985,0.478359,0.614665,0.783643,0.499733,0.674871,0.595554,0.718294,0.533058,0.724789,0.707366,0.70676,0.529169,0.83019,0.835572,0.518654,0.64684,0.604568,0.509139,0.58108,0.524069,0.441688,0.488462,0.548729,0.548787,0.767717,0.637115,0.517239,0.379957,0.426087,0.486696,0.709394,0.603794,0.679747,0.720326,0.722216,0.732528,0.646274,0.822682,0.460336,0.811928,0.372962,0.475377,0.352597,0.579034,0.601066,0.609775,0.739916,0.76419,0.645024,0.389413,0.763827,0.429216,0.455251,0.747926,0.473151,0.70865,0.759908,0.724337,0.586715,0.665089,0.435903,0.629592,0.337295,0.613423,0.745935,0.638266,0.739839,0.541277,0.591331,0.59549,0.542623,0.722246,0.61093,0.735801,0.644132,0.770346,0.56856,0.610865,0.579998,0.56647,0.521803,0.321095,0.567693,0.561,0.364988,0.407105,0.313648,0.400895,0.40167,0.579194,0.422144,0.597858,0.387731,0.594617,0.312976
3,0.406124,S,0.385836,0.357382,0.442154,0.367727,0.699979,0.489995,0.528436,0.434963,0.367815,0.620495,0.546004,0.413051,0.311439,0.465589,0.520194,0.316757,0.61186,0.477912,0.425723,0.515731,0.60528,0.579368,0.320962,0.376255,0.430565,0.471679,0.278952,0.408149,0.386395,0.271159,0.326994,0.388517,0.569014,0.409003,0.322092,0.332639,0.448697,0.548962,0.445763,0.606551,0.615829,0.326309,0.617054,0.377446,0.506686,0.595856,0.468398,0.362269,0.45243,0.396292,0.41705,0.542212,0.424333,0.360313,0.491307,0.335243,0.367898,0.338672,0.205816,0.302847,0.391449,0.574691,0.414262,0.365912,0.367953,0.557115,0.420255,0.374186,0.319371,0.557762,0.488999,0.464194,0.459236,0.569652,0.292951,0.714358,0.657745,0.350589,0.625191,0.430594,0.332006,0.407445,0.241338,0.395804,0.468001,0.370362,0.4295,0.735218,0.449235,0.272474,0.451022,0.308088,0.23302,0.430674,0.385434,0.527741,0.527016,0.486442,0.443641,0.443764,0.615242,0.352935,0.559508,0.332595,0.551757,0.433409,0.490949,0.663678,0.612629,0.669908,0.545989,0.484639,0.446626,0.569686,0.424915,0.420542,0.518413,0.522806,0.677768,0.546943,0.584455,0.311961,0.627145,0.456962,0.412609,0.309039,0.498432,0.557013,0.357736,0.424416,0.268981,0.31492,0.332222,0.293616,0.595755,0.319034,0.485904,0.359781,0.594775,0.641676,0.620588,0.288413,0.326088,0.266233,0.244342,0.46055,0.402287,0.316662,0.393752,0.394052,0.264309,0.224775,0.41581,0.301251,0.339952,0.291357,0.476596,0.223812
5,0.541994,0.59901,S,0.558413,0.436394,0.512438,0.621046,0.560826,0.610856,0.55263,0.483214,0.549507,0.593943,0.527627,0.482143,0.583794,0.565023,0.438471,0.559976,0.544947,0.610683,0.46577,0.545024,0.657651,0.402047,0.458774,0.543818,0.622467,0.444434,0.557235,0.520161,0.377714,0.509382,0.537578,0.556665,0.591275,0.425324,0.48885,0.44217,0.610298,0.510467,0.534543,0.650192,0.493181,0.619031,0.481007,0.507074,0.591757,0.636813,0.469962,0.519088,0.531497,0.548861,0.47613,0.467678,0.503949,0.589189,0.476207,0.534966,0.479136,0.299021,0.423497,0.678339,0.642984,0.585446,0.458596,0.549993,0.607689,0.524318,0.499455,0.43301,0.537841,0.543501,0.536351,0.588605,0.564914,0.421479,0.634503,0.618785,0.550554,0.529735,0.508958,0.505918,0.562133,0.352448,0.480958,0.66707,0.55899,0.59634,0.684378,0.542092,0.428415,0.484366,0.454731,0.3293,0.57005,0.524732,0.484162,0.63605,0.555106,0.593637,0.574134,0.612796,0.558958,0.611171,0.36886,0.509741,0.455404,0.515425,0.537016,0.535212,0.66408,0.60913,0.532853,0.448879,0.613547,0.466836,0.476216,0.599181,0.501158,0.599147,0.605109,0.633225,0.388665,0.652822,0.484465,0.48233,0.330229,0.551653,0.517838,0.519301,0.532992,0.401638,0.46768,0.395394,0.467396,0.546299,0.425484,0.53896,0.467754,0.607067,0.52452,0.566837,0.431167,0.380689,0.350073,0.325369,0.468823,0.425967,0.523824,0.527713,0.482591,0.355028,0.289175,0.465284,0.454641,0.439879,0.566882,0.488085,0.45082
6,0.570953,0.578859,0.599768,S,0.449505,0.576324,0.632486,0.597136,0.553396,0.6152,0.512173,0.506052,0.609723,0.590285,0.563786,0.591793,0.593729,0.582796,0.628843,0.59501,0.689885,0.494254,0.495774,0.634836,0.519725,0.50672,0.559494,0.661752,0.551401,0.536629,0.568125,0.436869,0.585245,0.6061,0.510082,0.625397,0.505343,0.617331,0.535267,0.59168,0.457957,0.518684,0.641715,0.607428,0.617636,0.573862,0.511585,0.589574,0.640425,0.57379,0.542745,0.605092,0.600921,0.440655,0.424416,0.538929,0.575875,0.56371,0.577248,0.556234,0.394875,0.453876,0.626673,0.68277,0.654117,0.511678,0.625456,0.624049,0.597673,0.555262,0.511423,0.628276,0.58358,0.614312,0.617514,0.593956,0.544055,0.642259,0.6396,0.629296,0.521184,0.535245,0.604357,0.603033,0.459179,0.519769,0.594313,0.643874,0.615812,0.67753,0.592475,0.537391,0.470261,0.512738,0.456731,0.606012,0.601696,0.550181,0.607873,0.628015,0.606218,0.601085,0.639112,0.570677,0.640279,0.449746,0.501654,0.449271,0.55441,0.552292,0.570929,0.651167,0.618653,0.593417,0.454214,0.627033,0.477476,0.492764,0.625145,0.48702,0.611715,0.640803,0.670242,0.480545,0.69559,0.49698,0.590945,0.3977,0.532623,0.573644,0.574239,0.579301,0.480288,0.549407,0.509016,0.588518,0.617494,0.542383,0.630193,0.525874,0.643432,0.522158,0.53423,0.504642,0.529396,0.483245,0.417094,0.579097,0.509463,0.575339,0.525723,0.446527,0.473692,0.416423,0.53996,0.546561,0.568066,0.593307,0.577258,0.517271
7,0.45993,0.60888,0.43677,0.414914,S,0.427935,0.616275,0.489847,0.638838,0.45729,0.428949,0.751537,0.567013,0.441628,0.382735,0.507368,0.539621,0.382701,0.51965,0.415877,0.506486,0.465799,0.705453,0.573815,0.302915,0.497116,0.549824,0.491532,0.294666,0.55887,0.432908,0.242915,0.3392,0.407007,0.635455,0.44065,0.299683,0.41255,0.381247,0.599887,0.664219,0.701317,0.603932,0.31943,0.634501,0.365528,0.66461,0.629346,0.481489,0.356691,0.539779,0.439879,0.471841,0.710522,0.648031,0.421894,0.49512,0.395539,0.450694,0.350397,0.169602,0.350312,0.453588,0.568101,0.454853,0.507737,0.420449,0.603857,0.514187,0.417702,0.388456,0.458263,0.592829,0.445652,0.507866,0.586123,0.240242,0.700444,0.640165,0.375642,0.590968,0.462106,0.368591,0.353888,0.238241,0.467853,0.522146,0.452481,0.517619,0.710739,0.542717,0.283192,0.68952,0.332386,0.20296,0.504695,0.422374,0.441422,0.581341,0.420985,0.491342,0.528107,0.590838,0.449909,0.550623,0.564416,0.621829,0.616662,0.423075,0.637785,0.637233,0.662852,0.598729,0.443343,0.572435,0.621151,0.701824,0.622955,0.572122,0.701379,0.644732,0.598396,0.581363,0.316919,0.626751,0.611733,0.378101,0.341942,0.662146,0.439677,0.402393,0.449268,0.282472,0.377615,0.358584,0.359769,0.561577,0.381628,0.46598,0.395782,0.606898,0.607292,0.612562,0.350425,0.321874,0.31868,0.310753,0.436665,0.361612,0.404644,0.494314,0.596468,0.31959,0.209399,0.364584,0.387546,0.376936,0.369602,0.422745,0.335396
8,0.72259,0.559077,0.546576,0.575259,0.381224,S,0.760682,0.758216,0.470484,0.669595,0.573946,0.522423,0.754259,0.710982,0.601388,0.664251,0.685604,0.613189,0.745144,0.707278,0.601431,0.597839,0.513445,0.692148,0.648525,0.41026,0.585496,0.635889,0.539848,0.425,0.694874,0.599631,0.591267,0.659875,0.557714,0.633367,0.658959,0.571063,0.535431,0.639523,0.451626,0.563043,0.56271,0.605611,0.727158,0.707902,0.527073,0.715197,0.631563,0.69634,0.542975,0.629116,0.645765,0.409802,0.402413,0.670699,0.621517,0.612343,0.648319,0.637974,0.502194,0.569713,0.558521,0.745728,0.684463,0.535042,0.645786,0.768149,0.54482,0.696895,0.629476,0.748651,0.55897,0.751791,0.698529,0.701055,0.559631,0.787957,0.792675,0.558488,0.62354,0.611009,0.555369,0.603488,0.539849,0.465596,0.523447,0.568328,0.571535,0.759597,0.662549,0.538077,0.403299,0.467993,0.531364,0.689998,0.652774,0.699486,0.706516,0.728352,0.70581,0.642404,0.785384,0.483501,0.778685,0.442253,0.48243,0.386326,0.626961,0.608327,0.628734,0.713263,0.747161,0.653631,0.417982,0.742346,0.441653,0.476764,0.726279,0.463515,0.716364,0.746794,0.724261,0.608691,0.665139,0.470804,0.65383,0.386113,0.59727,0.735395,0.653499,0.733299,0.586898,0.608642,0.647589,0.60805,0.742717,0.659562,0.759192,0.685812,0.785304,0.560295,0.57936,0.578071,0.636706,0.588681,0.372467,0.596154,0.609214,0.441498,0.451774,0.351126,0.460048,0.434091,0.627087,0.492036,0.644182,0.456087,0.628123,0.384432
9,0.309606,0.349487,0.214699,0.226834,0.201161,0.286619,S,0.36004,0.245948,0.327809,0.237739,0.356323,0.41448,0.303908,0.248972,0.323177,0.36208,0.222148,0.567834,0.406854,0.257946,0.342166,0.350638,0.404078,0.267321,0.172777,0.252167,0.287829,0.205277,0.199668,0.292633,0.241356,0.236727,0.271172,0.312708,0.276777,0.264634,0.220028,0.250015,0.352398,0.248094,0.338548,0.309668,0.233483,0.41812,0.300746,0.275395,0.412789,0.281448,0.335174,0.274214,0.269147,0.306364,0.298167,0.239663,0.281693,0.308661,0.250139,0.291829,0.269669,0.180229,0.23084,0.236834,0.504581,0.298393,0.207107,0.268781,0.432134,0.227859,0.30386,0.254518,0.539271,0.250052,0.4225,0.347955,0.374844,0.208612,0.659267,0.623109,0.211255,0.455992,0.289698,0.204971,0.255127,0.20219,0.178198,0.238265,0.229124,0.243282,0.616871,0.287711,0.208796,0.200886,0.175524,0.199127,0.337088,0.265569,0.496429,0.385349,0.394787,0.337873,0.293745,0.520508,0.188621,0.444551,0.170057,0.295733,0.216584,0.330301,0.478015,0.429139,0.467343,0.408381,0.367071,0.225322,0.43107,0.219961,0.216835,0.39006,0.267848,0.591196,0.421963,0.495978,0.271278,0.466988,0.248299,0.348127,0.17393,0.298318,0.579508,0.293604,0.3608,0.216501,0.247357,0.295067,0.229304,0.550711,0.270975,0.452659,0.28836,0.517112,0.445282,0.362458,0.234175,0.267511,0.220657,0.12705,0.347207,0.289964,0.156027,0.178994,0.179046,0.157372,0.140076,0.284752,0.160145,0.294372,0.164649,0.37275,0.121154
10,0.690511,0.569979,0.444712,0.463632,0.352723,0.624666,0.774781,S,0.4617,0.634363,0.543514,0.535457,0.776128,0.68024,0.474028,0.643353,0.66195,0.511885,0.75671,0.728583,0.517895,0.640531,0.522577,0.699965,0.581788,0.371984,0.543038,0.573979,0.43789,0.368997,0.657061,0.53063,0.518815,0.588597,0.563661,0.578277,0.558476,0.436819,0.494574,0.621722,0.430991,0.590181,0.546294,0.510161,0.741381,0.662738,0.494105,0.713145,0.580415,0.633535,0.502351,0.563931,0.561285,0.408612,0.385907,0.590592,0.609781,0.527731,0.569109,0.575913,0.422376,0.505035,0.472213,0.737178,0.618342,0.445562,0.55701,0.777332,0.46268,0.620269,0.525856,0.752097,0.518565,0.730833,0.659007,0.725959,0.479059,0.817265,0.820544,0.451636,0.678851,0.598327,0.468838,0.543277,0.460459,0.410171,0.470768,0.496742,0.482347,0.770624,0.624678,0.444168,0.372347,0.388998,0.439876,0.653281,0.580546,0.69097,0.682501,0.714239,0.664312,0.593149,0.809583,0.39494,0.805888,0.340633,0.498516,0.358385,0.588227,0.61919,0.628485,0.718743,0.731304,0.657958,0.401561,0.730698,0.399877,0.429365,0.702362,0.45464,0.722288,0.741035,0.719572,0.536492,0.669396,0.438,0.636619,0.359396,0.589796,0.765212,0.566035,0.701967,0.476088,0.50731,0.559134,0.465582,0.707336,0.549509,0.753391,0.609035,0.752997,0.590586,0.587474,0.498258,0.55278,0.46959,0.311162,0.56113,0.554536,0.336441,0.365171,0.303423,0.368746,0.358237,0.586182,0.373629,0.581705,0.336609,0.600815,0.267978
12,0.476323,0.666917,0.501877,0.440479,0.57935,0.434101,0.630643,0.532642,S,0.485238,0.452025,0.64866,0.576848,0.472152,0.404851,0.533077,0.54972,0.388428,0.54665,0.468622,0.527819,0.501102,0.607863,0.601552,0.328469,0.468503,0.539912,0.524578,0.324443,0.575304,0.456839,0.277513,0.393126,0.459221,0.631966,0.473481,0.333594,0.406752,0.379259,0.593622,0.54189,0.636509,0.652018,0.371399,0.627431,0.408395,0.576416,0.600026,0.54339,0.388237,0.534013,0.471631,0.477489,0.561789,0.513722,0.418467,0.548911,0.4041,0.451848,0.392745,0.214806,0.373844,0.525004,0.579689,0.481735,0.488661,0.440392,0.59664,0.538236,0.455815,0.377185,0.514483,0.597681,0.474316,0.514382,0.591947,0.314496,0.682649,0.63431,0.436235,0.601677,0.48227,0.430661,0.437055,0.270539,0.498216,0.60396,0.476638,0.532699,0.71903,0.550125,0.337396,0.591786,0.38032,0.243641,0.502649,0.448319,0.483132,0.588593,0.47288,0.502923,0.544579,0.600759,0.500883,0.567414,0.455583,0.589833,0.478251,0.473902,0.647175,0.593375,0.654718,0.590449,0.481678,0.509417,0.608538,0.551906,0.543657,0.5666,0.625538,0.647284,0.580781,0.598535,0.323176,0.654173,0.526963,0.40864,0.352176,0.603053,0.493567,0.43239,0.464464,0.296497,0.380773,0.334462,0.369516,0.56465,0.370248,0.490017,0.405407,0.60416,0.605277,0.607162,0.357575,0.329767,0.292672,0.323475,0.457584,0.389186,0.428164,0.538954,0.510289,0.331741,0.281473,0.417244,0.418592,0.377879,0.433016,0.452512,0.354097
